Year;Rank;School;Location;VCE_Studies;VCE_Stsnts;VCE_Compl_%;Median_VCE_Score;VCE_40+_%;VCEs_40+;VCEs_48+;VCEs_50;Stdnts_40+;Stdnts_48+;Stdnts_50
2021;458;Preston Reservoir Adult Community Education;Reservoir;1;0;0;0;0;0;0;0;0;0;0
2021;459;Princes Hill Secondary College;Princes Hill;48;163;100;32;8,5;47;2;1;25;1;1
2021;460;Pythagoras Greek School;Brighton;;;;;;1;0;0;1;0;0
2021;461;Rainbow P-12 College;Rainbow;21;17;100;27;0;0;0;0;0;0;0
2021;462;Red Cliffs Secondary College;Red Cliffs;36;75;93;25;0;0;0;0;0;0;0
2021;463;Red Rock Christian College;Sunbury;2;5;0;29;0;0;0;0;0;0;0
2021;464;Reservoir High School;Reservoir;37;175;96;28;3,9;13;0;0;8;0;0
2021;465;Ringwood Secondary College;Ringwood;69;332;98;30;7;60;3;1;38;2;1
2021;466;River Nile School;North Melbourne;5;20;0;0;0;0;0;0;0;0;0
2021;467;RMIT TAFE;Melbourne;29;224;78;26;1,9;8;0;0;8;0;0
2021;468;Robinvale College;Robinvale;18;22;100;27;2,6;1;0;0;1;0;0
2021;469;Rochester Secondary College;Rochester;24;66;100;28;1,4;2;0;0;2;0;0
2021;470;Rosebud Secondary College;Rosebud;44;113;100;28;5,1;16;1;1;9;1;1
2021;471;Rosehill Secondary College;Niddrie;49;206;99;29;5,4;26;0;0;18;0;0
2021;472;Rowville Secondary College;Rowville;67;327;95;26;3,1;21;2;1;15;2;1
2021;473;Roxburgh College;Roxburgh Park;36;251;93;25;3;15;1;0;9;1;0
2021;474;Rushworth P-12 College;Rushworth;13;11;100;25;0;0;0;0;0;0;0
2021;475;Rutherglen High School;Rutherglen;22;53;95;24;0,9;1;0;0;1;0;0
2021;476;Ruyton Girls School;Kew;40;164;99;36;27,1;99;9;3;65;9;3
2021;477;Sacre Coeur;Glen Iris;29;163;100;35;18,6;88;8;3;60;8;3
2021;478;Sacred Heart College Geelong;Newtown;69;456;100;32;12,8;126;5;0;86;4;0
2021;479;Sacred Heart College Kyneton;Kyneton;42;161;100;30;3,7;15;1;0;11;1;0
2021;480;Sacred Heart College Yarrawonga;Yarrawonga;18;57;100;29;4,5;5;0;0;4;0;0
2021;481;Sacred Heart Girls College;Hughesdale;45;204;99;32;8,8;59;6;6;39;6;6
2021;482;Saint Ignatius College;Drysdale;51;243;100;31;6,9;54;3;1;37;3;1
2021;483;Sale College;Sale;32;115;94;26;0;0;0;0;0;0;0
2021;484;Salesian College Chadstone;Chadstone;50;234;99;31;8,5;59;2;1;40;2;1
2021;485;Salesian College Sunbury;Sunbury;53;268;99;28;3,1;24;2;1;13;2;1
2021;486;Sandringham College;Sandringham;54;284;94;30;5,9;33;1;1;24;1;1
2021;487;Santa Maria College;Northcote;50;233;100;32;10,8;76;2;1;44;2;1
2021;488;Scoresby Secondary College;Scoresby;27;38;100;27;1,4;0;0;0;0;0;0
2021;489;Scotch College;Hawthorn;47;459;100;34;20,9;244;24;16;145;19;13
2021;490;SEDA College;Hawthorn East;11;428;0;0;0;0;0;0;0;0;0
2021;491;Serbian Ethnic School Vuk Karadzic;St Albans;;;;;;1;0;0;1;0;0
2021;492;Seymour College;Seymour;33;86;100;27;2,8;4;1;0;3;1;0
2021;493;Shelford Girls Grammar;Caulfield;31;119;100;35;23;68;5;1;43;5;1
2021;494;Shepparton Adult and Community Education;Shepparton;2;11;0;0;0;0;0;0;0;0;0
2021;495;Shepparton Christian College;Shepparton;25;29;100;29;0;0;0;0;0;0;0
2021;496;Sherbrooke Community School;Sassafras;12;13;100;30;20;2;0;0;2;0;0
2021;497;Sholem Aleichem College;Elsternwick;;;;;;2;0;0;2;0;0
2021;498;Siena College;Camberwell;41;192;100;34;16,8;111;11;9;60;8;7
2021;499;Simonds Catholic College;Fitzroy North;30;103;100;30;7,3;19;0;0;11;0;0
2021;500;Sirius College Broadmeadows Campus;Broadmeadows;16;171;100;31;5,9;20;1;0;17;1;0
2021;501;Sirius College Dandenong Campus;Keysborough;16;61;100;29;4;6;0;0;4;0;0
2021;502;Sirius College Meadow Fair Campus;Broadmeadows;18;139;100;31;8;22;4;1;15;3;1
2021;503;Somerville Secondary College;Somerville;21;31;100;27;0;0;0;0;0;0;0
2021;504;South Oakleigh Secondary College;Oakleigh South;39;106;99;28;1,8;2;0;0;2;0;0
2021;505;South West Institute of TAFE;Warrnambool;2;4;0;0;0;0;0;0;0;0;0
2021;506;Southern Cross Grammar;Caroline Springs;26;91;100;31;9,6;27;1;0;18;1;0
2021;507;Springside West Secondary College;Fraser Rise;18;50;95;28;3,3;4;0;0;4;0;0
2021;508;Springvale Indo-Chinese Ethnic School Inc.;Springvale South;;;;;;1;1;0;1;1;0
2021;509;St Albans Secondary College;St Albans;48;277;97;30;8,2;50;4;3;34;4;3
2021;510;St Aloysius College;North Melbourne;35;94;100;32;10,8;36;0;0;24;0;0
2021;511;St Andrews Christian College;Wantirna South;30;87;98;33;12,3;29;4;2;19;4;2
2021;512;St Arnaud Secondary College;St Arnaud;24;22;100;28;0;0;0;0;0;0;0
2021;513;St Augustines College;Kyabram;31;71;100;26;2,9;5;0;0;3;0;0
2021;514;St Bedes College;Mentone;51;347;100;30;6,4;50;4;2;29;4;2
2021;515;St Bernards College;Essendon;51;299;100;30;5,3;52;2;1;39;2;1
2021;516;St Brigids College;Horsham;29;46;100;28;0;0;0;0;0;0;0
2021;517;St Catherines School;Toorak;40;152;100;37;32,2;97;8;3;55;7;3
2021;518;St Columbas College;Essendon;47;281;100;32;12,7;114;1;0;68;1;0
2021;519;St Francis Xavier College;Beaconsfield;60;615;99;29;4,3;61;2;2;38;2;2
2021;520;St Helena Secondary College;Eltham North;56;386;99;29;3,5;23;1;0;19;1;0
2021;521;St Johns Greek Orthodox College;Preston;23;23;100;29;0;0;0;0;0;0;0
2021;522;St Johns Regional College;Dandenong;47;192;97;26;3;9;1;0;7;1;0
2021;523;St Josephs College Echuca;Echuca;47;210;98;28;3,1;0;0;0;0;0;0
2021;524;St Josephs College Ferntree Gully;Ferntree Gully;41;201;100;31;9,2;30;2;1;18;1;1
2021;525;St Josephs College Geelong;Newtown;59;440;99;31;8,3;73;3;2;50;3;2
2021;526;St Josephs College Mildura;Mildura;40;146;100;28;1,8;7;0;0;6;0;0
2021;527;St Kevins College;Toorak;36;378;100;35;22;287;18;7;158;15;7
2021;528;St Leonards College;Brighton East;51;256;99;34;16,8;115;4;2;65;4;2
2021;529;St Margarets Berwick Grammar Berwick Campus;Berwick;34;102;100;34;17,8;50;6;3;31;5;3
2021;530;St Margarets Berwick Grammar Officer Campus;Officer;29;61;100;30;8,9;15;1;1;10;1;1
2021;531;St Mary MacKillop College;Swan Hill;23;91;100;28;4,2;10;2;2;8;2;2
2021;532;St Mary of the Angels College;Nathalia;49;132;100;27;2,2;3;0;0;2;0;0
2021;533;St Marys College Melbourne;St Kilda East;47;130;100;29;3,6;13;0;0;11;0;0
2021;534;St Marys Coptic Orthodox College;Coolaroo;22;72;93;28;5,5;7;0;0;7;0;0
2021;535;St Michaels Grammar School;St Kilda;41;194;100;34;13,8;86;7;2;56;6;2
2021;536;St Monicas College;Epping;51;414;100;29;4,5;57;1;0;39;1;0
2021;537;St Patricks College;Ballarat;38;258;99;28;5,5;43;2;2;28;2;2
2021;538;St Pauls Anglican Grammar School;Warragul;37;173;100;31;8,3;45;0;0;27;0;0
2021;539;St Peters College;Cranbourne;63;360;97;25;1,3;8;0;0;5;0;0
2021;540;St Thomas Aquinas College;Tynong;14;28;100;28;0;0;0;0;0;0;0
2021;541;Star of the Sea College;Brighton;49;290;100;33;17,6;157;10;3;88;9;3
2021;542;Staughton College;Melton South;33;146;95;26;1,3;3;0;0;3;0;0
2021;543;Stawell Secondary College;Stawell;30;71;96;24;1,9;2;1;0;1;1;0
2021;544;Stonnington School of Dance;Murrumbeena;;;;;;1;0;0;1;0;0
2021;545;Stotts Colleges Melbourne;Melbourne;11;26;88;21;0;0;0;0;0;0;0
2021;546;Strathcona Girls Grammar School;Canterbury;37;166;100;35;20,5;100;7;1;56;6;1
2021;547;Strathmore Secondary College;Strathmore;47;395;97;30;7,2;73;6;5;53;5;4
2021;548;Sunbury College;Sunbury;44;202;92;26;3,2;13;1;0;8;1;0
2021;549;Sunbury Downs Secondary College;Sunbury;34;119;99;30;2,7;7;0;0;6;0;0
2021;550;Sunraysia Institute of TAFE;Mildura;5;10;0;0;0;0;0;0;0;0;0
2021;551;Sunshine College;Sunshine West;45;248;94;27;2,1;7;0;0;5;0;0
2021;552;Surf Coast Secondary College;Torquay;52;195;98;27;2,4;10;0;0;9;0;0
2021;553;Suzanne Cory High School;Werribee;38;451;100;34;17,2;185;15;7;118;14;7
2021;554;Swan Hill College;Swan Hill;29;128;98;26;1,4;4;0;0;3;0;0
2021;555;Swifts Creek P-12 School;Swifts Creek;15;14;100;30;6,3;0;0;0;0;0;0
2021;556;Swinburne Senior Secondary College;Hawthorn;57;241;96;28;2,8;14;1;1;9;1;1
2021;557;Swinburne University of Technology TAFE Croydon;Croydon;30;85;88;25;1,3;0;0;0;0;0;0
2021;558;Sydney Road Community School;Brunswick;11;17;100;27;0;0;0;0;0;0;0
2021;559;TAFE Gippsland;Morwell;9;28;73;30;0;0;0;0;0;0;0
2021;560;Tallangatta Secondary College;Tallangatta;24;70;100;26;0;0;0;0;0;0;0
2021;561;Tarneit Senior College;Tarneit;31;317;96;24;0,6;5;0;0;4;0;0
2021;562;Taylors Lakes Secondary College;Taylors Lakes;43;304;99;26;3,6;26;4;2;16;4;2
2021;563;Templestowe College;Templestowe Lower;64;354;98;30;6,6;32;1;0;19;1;0
2021;564;Terang College Secondary Campus;Terang;19;23;100;26;3,7;1;0;0;1;0;0
2021;565;The Geelong College;Newtown;41;251;100;33;15,6;118;6;2;78;6;2
2021;566;The Grange P-12 College;Hoppers Crossing;41;150;91;22;1,6;4;0;0;3;0;0
2021;567;The Hamilton and Alexandra College;Hamilton;29;122;100;31;3,7;11;0;0;8;0;0
2021;568;The King David School;Armadale;35;107;100;36;26,8;50;4;3;33;4;3
2021;569;The Knox School;Wantirna South;35;93;98;33;16,1;33;5;2;18;3;1
2021;570;The Lakes South Morang College;South Morang;5;0;0;0;0;0;0;0;0;0;0
2021;571;The Pushkin Lyceum Russian Community School;Elwood;;;;;;2;0;0;2;0;0
2021;572;Thomas Carr College;Tarneit;56;237;98;27;2,1;12;1;0;11;1;0
2021;573;Thomas Carr College Hailiang Foreign Language School;Zhejiang, China;;;;;;1;0;0;1;0;0
2021;574;Thomas Carr College Wenzhou No 21 Middle School;Wenzhou, China;;;;;;6;0;0;3;0;0
2021;575;Thomastown Secondary College;Thomastown;32;118;92;26;2,9;7;1;1;3;1;1
2021;576;Thornbury High School;Thornbury;38;223;97;29;6,3;28;1;1;23;1;1
2021;577;Timboon P-12 School;Timboon;20;37;100;28;3,8;0;0;0;0;0;0
2021;578;Tintern Grammar;Ringwood East;40;149;100;30;7,2;29;2;1;19;2;1
2021;579;Toorak College;Mount Eliza;33;155;100;34;14,3;58;7;1;43;6;1
2021;580;Trafalgar High School;Trafalgar;36;155;95;28;2,3;6;0;0;5;0;0
2021;581;Traralgon College;Traralgon;29;104;95;27;1,8;1;0;0;1;0;0
2021;582;Trinity College;Colac;47;173;100;29;1,8;7;0;0;7;0;0
2021;583;Trinity Grammar School;Kew;53;269;99;34;21,7;183;21;8;111;17;7
2021;584;Tyrrell College;Sea Lake;12;33;100;30;3,1;2;1;1;2;1;1
2021;585;University High School;Parkville;57;507;98;31;13,3;178;10;5;109;9;4
2021;586;Upper Yarra Secondary College;Yarra Junction;29;116;90;25;0;0;0;0;0;0;0
2021;587;Upwey High School;Upwey;43;135;94;27;1,3;1;0;0;1;0;0
2021;588;Vermont Secondary College;Vermont;61;391;100;31;9,8;104;9;2;60;7;2
2021;589;Victoria University Polytechnic;Footscray;13;38;96;20;0;0;0;0;0;0;0
2021;590;Victoria University Secondary College Brimbank Campus;St Albans;41;145;98;28;4,9;15;3;2;9;2;2
2021;591;Victorian College for the Deaf;Melbourne;2;4;0;35;25;2;0;0;2;0;0
2021;592;Victorian College of the Arts Secondary School;Southbank;31;191;100;33;15,4;68;13;9;52;13;9
2021;593;Victorian Tamil Association;Glen Waverley;;;;;;2;1;1;2;1;1
2021;594;Victorian Virtual Learning Network;Bendigo;;;;;;6;0;0;5;0;0
2021;595;Victory Christian College;Strathdale;30;56;100;28;4,9;6;0;0;3;0;0
2021;596;Victory Lutheran College;Wodonga;28;86;97;30;11,3;22;2;1;12;1;1
2021;597;Viewbank College;Viewbank;47;302;99;30;3,9;29;1;1;26;1;1
2021;598;Virtual School Victoria;Thornbury;65;453;84;28;4,7;75;5;0;68;5;0
2021;599;VSL Altona North-Footscray-Sunshine-Ballarat;Thornbury;;;;;;8;1;0;8;1;0
2021;600;VSL Box Hill-Blackburn-Doncaster;Thornbury;;;;;;17;2;1;17;2;1
2021;601;VSL Creekside-Melton;Thornbury;;;;;;2;0;0;2;0;0
2021;602;VSL Croydon-Shepparton-Bendigo-Warrnambool;Thornbury;;;;;;3;1;0;3;1;0
2021;603;VSL Dandenong-Hampton Park-Berwick;Thornbury;;;;;;9;1;1;9;1;1
2021;604;VSL Distance Education;Thornbury;;;;;;42;3;1;42;3;1
2021;605;VSL Glen Waverley-Carwatha-Mildura;Thornbury;;;;;;9;0;0;9;0;0
2021;606;VSL Keilor Downs-Craigieburn-Taylors Lakes;Thornbury;;;;;;2;0;0;2;0;0
2021;607;VSL North Geelong-Matthew Flinders-Werribee-Point Cook;Thornbury;;;;;;5;0;0;5;0;0
2021;608;VSL Thomastown-Lalor-Roxburgh Park-Epping;Thornbury;;;;;;11;1;1;11;1;1
2021;609;VSL Traralgon-Brentwood-Haileybury-Mentone;Thornbury;;;;;;3;0;0;3;0;0
2021;610;VSL University-Brunswick-Collingwood;Thornbury;;;;;;27;3;1;27;3;1
2021;;;;;;;;;;;;;;
2021;611;VSL Westall-South Oakleigh-McKinnon;Thornbury;;;;;;9;0;0;9;0;0
2021;612;Wallan Secondary College;Wallan;33;89;92;24;0;0;0;0;0;0;0
2021;613;Wangaratta High School;Wangaratta;46;112;92;28;7;14;0;0;11;0;0
2021;614;Wantirna College;Wantirna;64;264;93;28;3,2;21;0;0;13;0;0
2021;615;Warracknabeal Secondary College;Warracknabeal;19;27;100;28;3,3;2;0;0;2;0;0
2021;616;Warragul Regional College;Warragul;38;139;95;25;0;0;0;0;0;0;0
2021;617;Warrandyte High School;Warrandyte;34;108;95;25;2,2;5;0;0;4;0;0
2021;618;Warrnambool College;Warrnambool;38;232;96;27;1,4;8;0;0;8;0;0
2021;619;Waverley Christian College Wantirna South;Wantirna South;58;318;99;33;14,8;100;9;5;71;8;5
2021;620;Wedderburn College;Wedderburn;27;27;80;29;0;0;0;0;0;0;0
2021;621;Wellington Secondary College;Mulgrave;65;455;99;28;4,8;55;1;1;34;1;1
2021;622;Werribee Secondary College;Werribee;59;288;95;29;4,9;26;1;1;20;1;1
2021;623;Wesley College Glen Waverley;Glen Waverley;30;123;100;31;6,9;30;2;1;19;2;1
2021;624;Wesley College St Kilda Rd;Melbourne;38;209;100;32;9,6;61;9;4;38;6;4
2021;625;Westall Secondary College;Clayton South;46;160;100;27;3,8;9;1;0;8;1;0
2021;626;Westbourne Grammar School;Truganina;34;192;100;33;13,4;77;5;3;47;4;2
2021;627;Western Chinese Language School Braybrook;Braybrook;;;;;;1;0;0;1;0;0
2021;628;Western Heights College;Hamlyn Heights;39;108;97;24;1,4;1;0;0;1;0;0
2021;629;Western Port Secondary College;Hastings;37;98;88;24;0,7;1;0;0;1;0;0
2021;630;Wheelers Hill Secondary College;Wheelers Hill;48;127;89;28;1,2;4;0;0;3;0;0
2021;631;Whitefriars College;Donvale;46;274;100;31;9,2;76;6;2;38;6;2
2021;632;Whittlesea Secondary College;Whittlesea;34;117;100;25;0,5;1;0;0;1;0;0
2021;633;William Angliss Institute of TAFE;Melbourne;2;11;0;0;0;0;0;0;0;0;0
2021;634;William Ruthven Secondary College;Reservoir;29;60;100;27;2,7;2;0;0;1;0;0
2021;635;Williamstown High School;Williamstown;60;393;100;32;10;85;5;3;57;5;3
2021;636;Wodonga Institute of TAFE;West Wodonga;0;0;0;0;0;0;0;0;0;0;0
2021;637;Wodonga Senior Secondary College;Wodonga;59;362;91;24;1,9;8;0;0;6;0;0
2021;638;Wonthaggi Secondary College;Wonthaggi;46;200;95;27;2,3;11;0;0;11;0;0
2021;639;Woodleigh School;Langwarrin South;45;143;100;32;8,2;27;1;0;21;1;0
2021;640;Woodmans Hill Secondary College;Ballarat East;17;29;100;29;2,8;2;0;0;1;0;0
2021;641;Wycheproof P-12 College;Wycheproof;14;15;100;33;9,1;1;0;0;1;0;0
2021;642;Wyndham Central Secondary College;Werribee;49;176;95;25;0,3;1;0;0;1;0;0
2021;643;Wyndham Community and Education Centre;Werribee;2;7;0;0;0;0;0;0;0;0;0
2021;644;Xavier College;Kew;47;431;99;33;13,1;177;12;6;110;11;6
2021;645;Xin Jin Shan Chinese Language and Culture School;Mount Waverley;;;;;;22;3;2;22;3;2
2021;646;Yarra Hills Secondary College Mooroolbark;Mooroolbark;59;158;97;25;0,6;2;0;0;1;0;0
2021;647;Yarra Valley Grammar School;Ringwood;45;324;100;34;18,9;178;20;8;100;16;8
2021;648;Yarram Secondary College;Yarram;25;56;91;26;0,7;0;0;0;0;0;0
2021;649;Yarrawonga College P-12;Yarrawonga;27;65;100;27;0,9;0;0;0;0;0;0
2021;650;Yea High School;Yea;30;74;93;26;0,7;0;0;0;0;0;0
2021;651;Yeshivah College;St Kilda East;14;47;100;35;14,3;9;0;0;7;0;0
2021;652;Yesodei Hatorah College Secondary Campus;Ormond;13;21;91;31;3,1;0;0;0;0;0;0
2021;653;Youth2industry College;South Melbourne;5;5;0;0;0;0;0;0;0;0;0
2021;654;Yuille Park Community College;Wendouree;1;0;0;0;0;0;0;0;0;0;0
2022;1;Academy of Mary Immaculate;Fitzroy;39;141;100;32;7;33;1;1;25;1;1
2022;2;Adass Israel School Elsternwick;Elsternwick;5;37;0;0;0;0;0;0;0;0;0
2022;3;Adass Israel School St Kilda East;St Kilda East;2;37;0;0;0;0;0;0;0;0;0
2022;4;Advance College of Education;Rosebud;12;13;0;0;0;0;0;0;0;0;0
2022;5;Aitken College;Greenvale;38;157;100;28;2,2;12;0;0;9;0;0
2022;6;Al Iman College;Melton South;11;13;92;25;0;0;0;0;0;0;0
2022;7;Al Siraat College;Epping;15;59;100;32;16,2;21;2;2;11;2;2
2022;8;Al-Taqwa College Islamic Schools of Vic;Truganina;28;127;99;30;5,3;18;0;0;11;0;0
2022;9;Albert Park College;Albert Park;60;353;98;32;8,8;61;2;0;39;2;0
2022;10;Albury Wodonga Community College;Wodonga;8;21;0;0;0;0;0;0;0;0;0
2022;;;;;;;;;;;;;;
2022;11;Alexandra Secondary College;Alexandra;17;64;95;26;0;0;0;0;0;0;0
2022;12;Alia College;Hawthorn East;18;15;67;25;0;0;0;0;0;0;0
2022;13;Alice Miller School Macedon;Macedon;29;50;100;31;10;4;0;0;2;0;0
2022;14;Alkira Secondary College;Cranbourne North;56;223;99;29;5,2;10;0;0;6;0;0
2022;15;Alphington Grammar School;Alphington;23;90;100;32;13,8;18;1;0;11;1;0
2022;16;Altona College;Altona;24;49;96;24;0;0;0;0;0;0;0
2022;17;Antonine College Senior Campus;Pascoe Vale South;24;96;100;25;4,6;13;0;0;10;0;0
2022;18;Apollo Bay P-12 College;Apollo Bay;19;40;95;30;2,5;1;0;0;1;0;0
2022;19;Aquinas College;Ringwood;68;334;99;30;7,9;75;3;0;45;3;0
2022;20;Ararat College;Ararat;18;26;100;25;3;2;0;0;1;0;0
2022;21;Armstrong Creek School;Armstrong Creek;0;0;0;0;0;0;0;0;0;0;0
2022;22;Ashwood High School;Ashwood;41;94;100;30;2,6;6;0;0;4;0;0
2022;23;Assumption College;Kilmore;72;311;100;27;1,9;12;0;0;12;0;0
2022;24;Auburn High School;Hawthorn East;33;125;97;31;11;30;4;1;21;3;1
2022;25;Australian International Academy Caroline Springs;Caroline Springs;10;20;100;24;1,5;1;0;0;1;0;0
2022;26;Australian International Academy Coburg;North Coburg;12;82;100;23;0;0;0;0;0;0;0
2022;27;Ave Maria College;Aberfeldie;38;203;100;30;6,2;32;1;0;27;1;0
2022;28;Avila College;Mount Waverley;45;262;100;31;8,4;68;3;1;42;3;1
2022;29;Bacchus Marsh College;Bacchus Marsh;44;146;84;24;1,7;2;0;0;1;0;0
2022;30;Bacchus Marsh Grammar;Bacchus Marsh;37;356;99;31;9,8;85;2;1;69;2;1
2022;31;Baimbridge College;Hamilton;23;48;94;25;5;4;0;0;4;0;0
2022;32;Bairnsdale Secondary College;Bairnsdale;44;155;95;26;2,1;3;0;0;2;0;0
2022;33;Balcombe Grammar School;Mount Martha;40;132;100;32;11,3;24;2;1;13;2;1
2022;34;Ballarat Christian College;Sebastopol;22;32;94;25;0;0;0;0;0;0;0
2022;35;Ballarat Clarendon College;Ballarat;40;231;100;38;35,5;211;36;17;95;29;15
2022;36;Ballarat Grammar School;Wendouree;46;319;100;31;9,2;82;6;1;59;6;1
2022;37;Ballarat High School;Ballarat;48;283;98;29;5,8;33;1;1;26;1;1
2022;38;Balmoral Community College;Balmoral;3;0;0;0;0;0;0;0;0;0;0
2022;39;Balwyn High School;Balwyn North;55;590;97;32;16,2;134;16;6;61;14;5
2022;40;Bannockburn P-12 College;Bannockburn;33;50;100;25;0;0;0;0;0;0;0
2022;41;Bass Coast College;Wonthaggi;43;202;99;27;3,1;16;0;0;10;0;0
2022;42;Bayside Christian College;Langwarrin South;29;60;100;30;9,9;9;1;0;8;1;0
2022;43;Bayside College Paisley Campus;Newport;40;127;99;29;3,1;7;0;0;7;0;0
2022;44;Bayswater Secondary College;Bayswater;18;24;100;25;0;0;0;0;0;0;0
2022;45;Bayview College;Portland;19;44;93;26;2,2;2;0;0;1;0;0
2022;46;Beaconhills College Berwick;Berwick;34;204;98;31;5,8;32;0;0;21;0;0
2022;47;Beaconhills College Pakenham;Pakenham;35;157;92;30;3,9;17;3;0;11;2;0
2022;48;Beaufort Secondary College;Beaufort;14;16;90;27;0;0;0;0;0;0;0
2022;49;Beaumaris Secondary College;Beaumaris;14;76;0;31;8,3;2;0;0;2;0;0
2022;50;Beechworth Secondary College;Beechworth;22;54;100;25;0;0;0;0;0;0;0
2022;201;Gilson College Taylors Hill;Taylors Hill;35;95;100;28;1,9;7;0;0;5;0;0
2022;202;Gippsland Grammar;Sale;33;144;99;30;6,7;26;0;0;21;0;0
2022;203;Girton Grammar School;Bendigo;48;205;99;32;13,2;70;9;3;53;9;3
2022;204;Gisborne Secondary College;Gisborne;62;207;98;27;4,8;22;2;0;10;1;0
2022;205;Gladstone Park Secondary College;Gladstone Park;49;283;99;27;3,4;22;1;0;17;1;0
2022;206;Glen Eira College;Caulfield East;48;139;98;31;10,1;27;1;0;16;1;0
2022;207;Glen Waverley Secondary College;Glen Waverley;56;556;100;33;13,4;191;16;7;121;16;7
2022;208;Gleneagles Secondary College;Endeavour Hills;59;327;96;27;2,8;17;0;0;11;0;0
2022;209;Glenroy Private;Glenroy;7;4;75;20;0;0;0;0;0;0;0
2022;210;Glenroy Secondary College;Glenroy;20;47;97;21;0;0;0;0;0;0;0
2022;211;Good News Lutheran College;Tarneit;26;78;100;29;0,8;1;0;0;1;0;0
2022;212;Good Shepherd College;Hamilton;14;25;100;27;0;0;0;0;0;0;0
2022;213;Gordon Institute of TAFE;Geelong;30;69;89;28;0;0;0;0;0;0;0
2022;214;Goroke P-12 College;Goroke;6;7;100;32;5,9;1;0;0;1;0;0
2022;215;Goulburn Ovens Institute of TAFE;Shepparton;5;30;0;0;0;0;0;0;0;0;0
2022;216;Goulburn Valley Grammar School;Shepparton;27;151;100;34;19,5;99;3;0;57;3;0
2022;217;Grace Christian College Wodonga;Leneva;3;4;0;0;0;0;0;0;0;0;0
2022;218;Greater Shepparton Secondary College Hawdon St Campus;Shepparton;;;;;;5;0;0;5;0;0
2022;219;Greater Shepparton Secondary College Wanganui Campus;Shepparton;61;294;97;25;0,8;0;0;0;0;0;0
2022;220;Greek Orthodox Community of Melbourne and Victoria;Melbourne;;;;;;6;2;1;6;2;1
2022;221;Greek Orthodox Community of Mentone and Districts;Mentone;;;;;;1;1;0;1;1;0
2022;222;Greensborough Secondary College;Greensborough;21;62;91;28;1,5;1;0;0;1;0;0
2022;223;Grovedale College;Grovedale;30;122;96;26;0,9;3;0;0;3;0;0
2022;224;Haileybury Albert Einstein School;Ho Chi Minh City, Vietnam;;;;;;7;0;0;4;0;0
2022;225;Haileybury College;Keysborough;56;554;100;36;29,5;403;56;22;225;44;19
2022;226;Haileybury College Tianjin Campus;Tianjin, China;;;;;;44;1;0;20;1;0
2022;227;Haileybury Girls College;Keysborough;52;357;99;36;33,5;315;50;28;181;41;23
2022;228;Haileybury Ningbo Li Hui Li High School;Ningbo, China;;;;;;12;0;0;8;0;0
2022;229;Haileybury Qingdao No 19 High School;Qingdao, China;;;;;;2;0;0;2;0;0
2022;230;Haileybury Rendall School;Berrimah, NT;30;70;100;29;5,4;8;0;0;6;0;0
2022;231;Haileybury Wuhan Foreign Language School;Wuhan, China;;;;;;16;2;1;10;2;1
2022;232;Hallam Secondary College;Hallam;41;228;85;25;0;0;0;0;0;0;0
2022;233;Hampton Park Secondary College;Hampton Park;44;198;95;27;0,6;1;0;0;1;0;0
2022;234;Hawkesdale College;Hawkesdale;15;20;100;21;0;0;0;0;0;0;0
2022;235;Hazel Glen College;Doreen;49;293;98;27;1,6;7;1;1;6;1;1
2022;236;Healesville High School;Healesville;25;50;85;25;0;0;0;0;0;0;0
2022;237;Heathdale Christian College;Werribee;37;124;100;30;8,5;29;2;0;18;2;0
2022;238;Heatherton Christian College;Clarinda;17;53;100;28;0;0;0;0;0;0;0
2022;239;Heathmont College;Heathmont;47;102;100;26;0,4;1;0;0;1;0;0
2022;240;Heritage College Officer;Officer;18;14;100;26;0;0;0;0;0;0;0
2022;;;;;;;;;;;;;;
2022;241;Hester Hornbrook Academy;Melbourne;3;0;0;0;0;0;0;0;0;0;0
2022;242;Heywood and District Secondary College;Heywood;9;8;100;0;0;0;0;0;0;0;0
2022;243;Highvale Secondary College;Glen Waverley;35;192;100;31;7,5;20;1;1;12;1;1
2022;244;Highview Christian Community College;Maryborough;23;64;98;27;1,1;1;0;0;1;0;0
2022;245;Hillcrest Christian College;Clyde North;43;143;100;30;3,1;12;0;0;9;0;0
2022;246;Holmes Grammar School;Melbourne;7;7;100;26;0;0;0;0;0;0;0
2022;247;Holmesglen Institute of TAFE Moorabbin;Moorabbin;17;21;100;0;0;0;0;0;0;0;0
2022;248;Holy Trinity Lutheran College;Horsham;26;51;96;31;5,5;8;0;0;5;0;0
2022;249;Homestead Senior Secondary College;Point Cook;32;136;96;28;2,6;11;1;0;10;1;0
2022;250;Hopetoun P-12 College;Hopetoun;19;16;100;28;10,3;3;0;0;2;0;0
2022;251;Hoppers Crossing Secondary College;Hoppers Crossing;47;222;92;28;4,7;13;1;0;10;1;0
2022;252;Horsham College;Horsham;43;166;100;32;10,1;27;2;0;17;1;0
2022;253;Hume Anglican Grammar;Mickleham;31;139;100;31;7,3;32;2;1;22;2;1
2022;254;Hume Central Secondary College Town Park;Broadmeadows;34;152;89;27;1,8;5;0;0;3;0;0
2022;255;Huntingtower School;Mount Waverley;36;194;100;36;28,9;144;13;5;89;10;4
2022;256;Ilim College Kiewa Campus Dallas;Dallas;22;120;100;25;2,6;7;1;0;6;1;0
